authors,year,source,title,journal,doi,excl_lang,excl_orig,excl_age,excl_clin,excl_fmri,excl_sem,exc_glm,excl_whole,excl_space,excl_within,verdict,age_mean,age_max,comment,task,corresponding,mail,contacted,status
"Sánchez-Calderón, M.; de Santos, T.; Martín, S.; Angulo, T.; Careaga, J.; Campos-Castelló, J.",1998,databases,Childhood multiple sclerosis: Our experience and a review of the literature,Revista de Neurologia,https://doi.org/10.33588/rn.27156.98054,1,0,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Sánchez-Calderón, M.; de Santos, T.; Martín, S.; Angulo, T.; Careaga, J.; Campos-Castelló, J.",1998,databases,[Multiple sclerosis in childhood: our experience and a review of literature].,Revista de neurologia,NaN,1,0,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Śanchez, S.M.; Abulafia, C.; Duarte-Abritta, B.; De Guevara, M.S.L.; Castro, M.N.; Drucaroff, L.; Sevlever, G.; Nemeroff, C.B.; Vigo, D.E.; Loewenstein, D.A.; Villarreal, M.F.; Guinjoan, S.M.",2017,databases,"Failure to Recover from Proactive Semantic Interference and Abnormal Limbic Connectivity in Asymptomatic, Middle-Aged Offspring of Patients with Late-Onset Alzheimer's Disease",Journal of Alzheimer's Disease,https://doi.org/10.3233/JAD-170491,0,0,1,0,0,0,0,0,0,0,exclude,51.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Sanghvi, J.P.; Rajadhyaksha, S.B.; Ursekar, M.",2004,databases,Spectrum of congenital CNS malformations in pediatric epilepsy,Indian Pediatrics,NaN,0,0,1,0,0,0,0,0,0,0,exclude,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN
"Sans, A.; Colomé, R.; López-Sala, A.; Boix, C.; Muchart, J.; Rebollo, M.; Guitet, M.; Callejón-Póo, L.; Campistol, J.",2011,databases,[Developmental amnesia as a focal cognitive sequela of a neonatal pathology].,Revista de neurologia,NaN,1,0,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Santos, J.; Foley, S.; Paulo, G.; McEntee, M.F.; Rainford, L.",2015,databases,The impact of pediatric-specific dose modulation curves on radiation dose and image quality in head computed tomography,Pediatric Radiology,https://doi.org/10.1007/s00247-015-3398-5,0,0,1,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Sarret, C.; Lemaire, J.-J.; Tonduti, D.; Sontheimer, A.; Coste, J.; Pereira, B.; Feschet, F.; Roche, B.; Boespflug-Tanguy, O.",2016,databases,Time-course of myelination and atrophy on cerebral imaging in 35 patients with PLP1-related disorders,Developmental Medicine and Child Neurology,https://doi.org/10.1111/dmcn.13025,0,0,1,0,0,0,0,0,0,0,exclude,NaN,17,NaN,NaN,NaN,NaN,NaN,NaN
"Sarubbo, Silvio; De Benedictis, Alessandro; Merler, Stefano; Mandonnet, Emmanuel; Balbi, Sergio; Granieri, Enrico; Duffau, Hugues",2015,databases,Towards a functional atlas of human white matter.,Human brain mapping,https://doi.org/10.1002/hbm.22832,0,0,1,0,0,0,0,0,0,0,exclude,38.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Sarubbo, Silvio; Tate, Matthew; De Benedictis, Alessandro; Merler, Stefano; Moritz-Gasser, Sylvie; Herbet, Guillaume; Duffau, Hugues",2020,databases,Mapping critical cortical hubs and white matter pathways by direct electrical  stimulation: an original functional atlas of the human brain.,NeuroImage,https://doi.org/10.1016/j.neuroimage.2019.116237,0,0,1,0,0,0,0,0,0,0,exclude,38.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Sasaki, J.; Chegondi, M.; Raszynski, A.; Totapally, B.R.",2014,databases,Outcome of children with acute encephalitis and refractory status epilepticus,Journal of Child Neurology,https://doi.org/10.1177/0883073813513069,0,0,1,0,0,0,0,0,0,0,exclude,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN
"Saxe, R.R.; Whitfield-Gabrieli, S.; Scholz, J.; Pelphrey, K.A.",2009,databases,Brain regions for perceiving and reasoning about other people in school-aged children,Child Development,https://doi.org/10.1111/j.1467-8624.2009.01325.x,0,0,0,0,0,1,0,0,0,0,exclude,8.7,10,NaN,NaN,NaN,NaN,NaN,NaN
"Schecklmann, Martin; Ehlis, Ann-Christine; Plichta, Michael M.; Romanos, Jasmin; Heine, Monika; Boreatti-Hümmer, Andrea; Jacob, Christian; Fallgatter, Andreas J.",2008,databases,Diminished prefrontal oxygenation with normal and above-average verbal fluency performance in adult ADHD,Journal of Psychiatric Research,https://doi.org/10.1016/j.jpsychires.2008.02.005,0,0,1,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Schenck, C.H.; Amulf, I.; Mahowald, M.W.",2007,databases,Sleep and sex: What can go wrong? A review of the literature on sleep related disorders and abnormal sexual behaviors and experiences,Sleep,https://doi.org/10.1093/sleep/30.6.683,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Schlaggar, Bradley L.; Brown, Timothy T.; Lugar, Heather M.; Visscher, Kristina M.; Miezin, Francis M.; Petersen, Steven E.",2002,manually,Functional Neuroanatomical Differences Between Adults and School-Age Children in the Processing of Single Words,Science,https://doi.org/10.1126/science.1069464,0,0,0,0,0,1,0,0,0,0,exclude,9.3,10,NaN,verb/opposite/rhyme generation,NaN,NaN,NaN,NaN
"Schleepen, T.M.J.; Markus, C.R.; Jonkman, L.M.",2014,databases,Dissociating the effects of semantic grouping and rehearsal strategies on event-related brain potentials,International Journal of Psychophysiology,https://doi.org/10.1016/j.ijpsycho.2014.09.007,0,0,1,0,0,0,0,0,0,0,exclude,20.1,25,NaN,NaN,NaN,NaN,NaN,NaN
"Schmithorst, V.J.; Holland, S.K.",2006,databases,Functional MRI evidence for disparate developmental processes underlying intelligence in boys and girls,NeuroImage,https://doi.org/10.1016/j.neuroimage.2006.01.010,0,0,1,0,0,0,0,0,0,0,exclude,11.8,18,NaN,NaN,NaN,NaN,NaN,NaN
"Schmithorst, V.J.; Holland, S.K.; Plante, E.",2007,databases,Object identification and lexical/semantic access in children: A functional magnetic resonance imaging study of word-picture matching,Human Brain Mapping,https://doi.org/10.1002/hbm.20328,0,0,1,0,0,0,0,0,0,0,exclude,12.2,18,NaN,NaN,NaN,NaN,NaN,NaN
"Schmithorst, Vincent J.; Holland, Scott K.; Plante, Elena",2011,databases,Diffusion tensor imaging reveals white matter microstructure correlations with  auditory processing ability.,Ear and hearing,https://doi.org/10.1097/AUD.0b013e3181f7a481,0,0,0,0,1,0,0,0,0,0,exclude,10.17,11,NaN,NaN,NaN,NaN,NaN,NaN
"Schmitt, B.M.; Lamers, M.; Münte, T.F.",2002,databases,Electrophysiological estimates of biological and syntactic gender violation during pronoun processing,Cognitive Brain Research,https://doi.org/10.1016/S0926-6410(02)00136-2,0,0,1,0,0,0,0,0,0,0,exclude,23,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Schmitt, J.E.; Yi, J.J.; Roalf, D.R.; Loevner, L.A.; Ruparel, K.; Whinna, D.; Souders, M.C.; Mcdonald-Mcginn, D.M.; Yodh, E.; Vekar, S.; Zackai, E.H.; Gur, R.C.; Emanuel, B.S.; Gur, R.E.",2014,databases,Incidental radiologic findings in the 22q11.2 deletion syndrome,American Journal of Neuroradiology,https://doi.org/10.3174/ajnr.A4003,0,0,1,0,0,0,0,0,0,0,exclude,22.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Schneider, J.M.; Abel, A.D.; Ogiela, D.A.; McCord, C.; Maguire, M.J.",2018,databases,Developmental differences in the neural oscillations underlying auditory sentence processing in children and adults,Brain and Language,https://doi.org/10.1016/j.bandl.2018.09.002,0,0,0,0,1,0,0,0,0,0,exclude,10.88,12,NaN,NaN,NaN,NaN,NaN,NaN
"Schneider, M.; Debbané, M.; Lagioia, A.; Salomon, R.; D'Argembeau, A.; Eliez, S.",2012,databases,Comparing the neural bases of self-referential processing in typically developing and 22q11.2 adolescents,Developmental Cognitive Neuroscience,https://doi.org/10.1016/j.dcn.2011.12.004,0,0,1,0,0,0,0,0,0,0,exclude,15.79,20,NaN,NaN,NaN,NaN,NaN,NaN
"Schultz, Robert T.; Grelotti, David J.; Klin, Ami; Kleinman, Jamie; Van der Gaag, Christiaan; Marois, René; Skudlarski, Pawel",2003,databases,The role of the fusiform face area in social cognition: implications for the  pathobiology of autism.,"Philosophical transactions of the Royal Society of London. Series B, Biological  sciences",https://doi.org/10.1098/rstb.2002.1208,0,0,1,0,0,0,0,0,0,0,exclude,24.2,31,NaN,NaN,NaN,NaN,NaN,NaN
"Schwartz, C.E.; Wright, C.I.; Shin, L.M.; Kagan, J.; Rauch, S.L.",2003,databases,"Inhibited and uninhibited infants ""grown up"": Adult amygdalar response to novelty",Science,https://doi.org/10.1126/science.1083703,0,0,1,0,0,0,0,0,0,0,exclude,21.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Scott, L.S.; Monesson, A.",2010,databases,Experience-dependent neural specialization during infancy,Neuropsychologia,https://doi.org/10.1016/j.neuropsychologia.2010.02.008,0,0,1,0,0,0,0,0,0,0,exclude,0.75,0,NaN,NaN,NaN,NaN,NaN,NaN
"Scott, N.M.; Leuthold, A.; Sera, M.D.; Georgopoulos, A.P.",2016,databases,Differential neural activity patterns for spatial relations in humans: a MEG study,Experimental Brain Research,https://doi.org/10.1007/s00221-015-4467-6,0,0,1,0,0,0,0,0,0,0,exclude,27,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Senese, V.P.; De Falco, S.; Bornstein, M.H.; Caria, A.; Buffolino, S.; Venuti, P.",2013,databases,Human infant faces provoke implicit positive affective responses in parents and non-parents alike,PLoS ONE,https://doi.org/10.1371/journal.pone.0080379,0,0,1,0,0,0,0,0,0,0,exclude,30.9,35,NaN,NaN,NaN,NaN,NaN,NaN
"Serafini, S.; Steury, K.; Richards, T.; Corina, D.; Abbott, R.; Dager, S.R.; Berninger, V.",2001,databases,Comparison of fMRI and PEPSI during language processing in children,Magnetic Resonance in Medicine,https://doi.org/10.1002/1522-2594(200102)45:2%3C217::AID-MRM1030%3E3.0.CO;2-3,0,0,0,0,0,0,0,0,1,0,exclude,NaN,13,NaN,NaN,NaN,NaN,NaN,NaN
"Serrano, M.; De Diego, V.; Muchart, J.; Cuadras, D.; Felipe, A.; Macaya, A.; Velázquez, R.; Poo, M.P.; Fons, C.; O'Callaghan, M.M.; García-Cazorla, A.; Boix, C.; Robles, B.; Carratalá, F.; Girós, M.; Briones, P.; Gort, L.; Artuch, R.; Pérez-Cerdá, C.; Jaeken, J.; Pérez, B.; Pérez-Dueñas, B.",2015,databases,Phosphomannomutase deficiency (PMM2-CDG): Ataxia and cerebellar assessment,Orphanet Journal of Rare Diseases,https://doi.org/10.1186/s13023-015-0358-y,0,0,0,0,1,0,0,0,0,0,exclude,8.41,15,NaN,NaN,NaN,NaN,NaN,NaN
"Sharma, A.; Parsons, M.S.; Pilgram, T.K.",2012,databases,Balanced steady-state free-precession MR imaging for measuring pulsatile motion of cerebellar tonsils during the cardiac cycle: A reliability study,Neuroradiology,https://doi.org/10.1007/s00234-011-0861-3,0,0,1,0,0,0,0,0,0,0,exclude,11.5,35,NaN,NaN,NaN,NaN,NaN,NaN
"Sharpee, Tatyana O.; Destexhe, Alain; Kawato, Mitsuo; Sekulić, Vladislav; Skinner, Frances K.; Wójcik, Daniel K.; Chintaluri, Chaitanya; Cserpán, Dorottya; Somogyvári, Zoltán; Kim, Jae Kyoung; Kilpatrick, Zachary P.; Bennett, Matthew R.; Josić, Kresimir; Elices, Irene; Arroyo, David; Levi, Rafael; Rodriguez, Francisco B.; Varona, Pablo; Hwang, Eunjin; Kim, Bowon; Han, Hio-Been; Kim, Tae; McKenna, James T.; Brown, Ritchie E.; McCarley, Robert W.; Choi, Jee Hyun; Rankin, James; Popp, Pamela Osborn; Rinzel, John; Tabas, Alejandro; Rupp, André; Balaguer-Ballester, Emili; Maturana, Matias I.; Grayden, David B.; Cloherty, Shaun L.; Kameneva, Tatiana; Ibbotson, Michael R.; Meffin, Hamish; Koren, Veronika; Lochmann, Timm; Dragoi, Valentin; Obermayer, Klaus; Psarrou, Maria; Schilstra, Maria; Davey, Neil; Torben-Nielsen, Benjamin; Steuber, Volker; Ju, Huiwen; Yu, Jiao; Hines, Michael L.; Chen, Liang; Yu, Yuguo; Kim, Jimin; Leahy, Will; Shlizerman, Eli; Birgiolas, Justas; Gerkin, Richard C.; Crook, Sharon M.; Viriyopase, Atthaphon; Memmesheimer, Raoul-Martin; Gielen, Stan; Dabaghian, Yuri; DeVito, Justin; Perotti, Luca; Kim, Anmo J.; Fenk, Lisa M.; Cheng, Cheng; Maimon, Gaby; Zhao, Chang; Widmer, Yves; Sprecher, Simon; Senn, Walter; Halnes, Geir; Mäki-Marttunen, Tuomo; Keller, Daniel; Pettersen, Klas H.; Andreassen, Ole A.; Einevoll, Gaute T.; Yamada, Yasunori; Steyn-Ross, Moira L.; Alistair Steyn-Ross, D.; Mejias, Jorge F.; Murray, John D.; Kennedy, Henry; Wang, Xiao-Jing; Kruscha, Alexandra; Grewe, Jan; Benda, Jan; Lindner, Benjamin; Badel, Laurent; Ohta, Kazumi; Tsuchimoto, Yoshiko; Kazama, Hokto; Kahng, B.; Tam, Nicoladie D.; Pollonini, Luca; Zouridakis, George; Soh, Jaehyun; Kim, DaeEun; Yoo, Minsu; Palmer, S. E.; Culmone, Viviana; Bojak, Ingo; Ferrario, Andrea; Merrison-Hort, Robert; Borisyuk, Roman; Kim, Chang Sub; Tezuka, Taro; Joo, Pangyu; Rho, Young-Ah; Burton, Shawn D.; Bard Ermentrout, G.; Jeong, Jaeseung; Urban, Nathaniel N.; Marsalek, Petr; Kim, Hoon-Hee; Moon, Seok-hyun; Lee, Do-won; Lee, Sung-beom; Lee, Ji-yong; Molkov, Yaroslav I.; Hamade, Khaldoun; Teka, Wondimu; Barnett, William H.; Kim, Taegyo; Markin, Sergey; Rybak, Ilya A.; Forro, Csaba; Dermutz, Harald; Demkó, László; Vörös, János; Babichev, Andrey; Huang, Haiping; Verduzco-Flores, Sergio; Dos Santos, Filipa; Andras, Peter; Metzner, Christoph; Schweikard, Achim; Zurowski, Bartosz; Roach, James P.; Sander, Leonard M.; Zochowski, Michal R.; Skilling, Quinton M.; Ognjanovski, Nicolette; Aton, Sara J.; Zochowski, Michal; Wang, Sheng-Jun; Ouyang, Guang; Guang, Jing; Zhang, Mingsha; Michael Wong, K. Y.; Zhou, Changsong; Robinson, Peter A.; Sanz-Leon, Paula; Drysdale, Peter M.; Fung, Felix; Abeysuriya, Romesh G.; Rennie, Chris J.; Zhao, Xuelong; Choe, Yoonsuck; Yang, Huei-Fang; Mi, Yuanyuan; Lin, Xiaohan; Wu, Si; Liedtke, Joscha; Schottdorf, Manuel; Wolf, Fred; Yamamura, Yoriko; Wickens, Jeffery R.; Rumbell, Timothy; Ramsey, Julia; Reyes, Amy; Draguljić, Danel; Hof, Patrick R.; Luebke, Jennifer; Weaver, Christina M.; He, Hu; Yang, Xu; Ma, Hailin; Xu, Zhiheng; Wang, Yuzhe; Baek, Kwangyeol; Morris, Laurel S.; Kundu, Prantik; Voon, Valerie; Agnes, Everton J.; Vogels, Tim P.; Podlaski, William F.; Giese, Martin; Kuravi, Pradeep; Vogels, Rufin; Seeholzer, Alexander; Podlaski, William; Ranjan, Rajnish; Vogels, Tim; Torres, Joaquin J.; Baroni, Fabiano; Latorre, Roberto; Gips, Bart; Lowet, Eric; Roberts, Mark J.; de Weerd, Peter; Jensen, Ole; van der Eerden, Jan; Goodarzinick, Abdorreza; Niry, Mohammad D.; Valizadeh, Alireza; Pariz, Aref; Parsi, Shervin S.; Warburton, Julia M.; Marucci, Lucia; Tamagnini, Francesco; Brown, Jon; Tsaneva-Atanasova, Krasimira; Kleberg, Florence I.; Triesch, Jochen; Moezzi, Bahar; Iannella, Nicolangelo; Schaworonkow, Natalie; Plogmacher, Lukas; Goldsworthy, Mitchell R.; Hordacre, Brenton; McDonnell, Mark D.; Ridding, Michael C.; Zapotocky, Martin; Smit, Daniel; Fouquet, Coralie; Trembleau, Alain; Dasgupta, Sakyasingha; Nishikawa, Isao; Aihara, Kazuyuki; Toyoizumi, Taro; Robb, Daniel T.; Mellen, Nick; Toporikova, Natalia; Tang, Rongxiang; Tang, Yi-Yuan; Liang, Guangsheng; Kiser, Seth A.; Howard, James H. Jr; Goncharenko, Julia; Voronenko, Sergej O.; Ahamed, Tosif; Stephens, Greg; Yger, Pierre; Lefebvre, Baptiste; Spampinato, Giulia Lia Beatrice; Esposito, Elric; et Olivier Marre, Marcel Stimberg; Choi, Hansol; Song, Min-Ho; Chung, SueYeon; Lee, Dan D.; Sompolinsky, Haim; Phillips, Ryan S.; Smith, Jeffrey; Chatzikalymniou, Alexandra Pierri; Ferguson, Katie; Alex Cayco Gajic, N.; Clopath, Claudia; Angus Silver, R.; Gleeson, Padraig; Marin, Boris; Sadeh, Sadra; Quintana, Adrian; Cantarelli, Matteo; Dura-Bernal, Salvador; Lytton, William W.; Davison, Andrew; Li, Luozheng; Zhang, Wenhao; Wang, Dahui; Song, Youngjo; Park, Sol; Choi, Ilhwan; Shin, Hee-sup; Choi, Hannah; Pasupathy, Anitha; Shea-Brown, Eric; Huh, Dongsung; Sejnowski, Terrence J.; Vogt, Simon M.; Kumar, Arvind; Schmidt, Robert; Van Wert, Stephen; Schiff, Steven J.; Veale, Richard; Scheutz, Matthias; Lee, Sang Wan; Gallinaro, Júlia; Rotter, Stefan; Rubchinsky, Leonid L.; Cheung, Chung Ching; Ratnadurai-Giridharan, Shivakeshavan; Shomali, Safura Rashid; Ahmadabadi, Majid Nili; Shimazaki, Hideaki; Nader Rasuli, S.; Zhao, Xiaochen; Rasch, Malte J.; Wilting, Jens; Priesemann, Viola; Levina, Anna; Rudelt, Lucas; Lizier, Joseph T.; Spinney, Richard E.; Rubinov, Mikail; Wibral, Michael; Bak, Ji Hyun; Pillow, Jonathan; Zaho, Yuan; Park, Il Memming; Kang, Jiyoung; Park, Hae-Jeong; Jang, Jaeson; Paik, Se-Bum; Choi, Woochul; Lee, Changju; Song, Min; Lee, Hyeonsu; Park, Youngjin; Yilmaz, Ergin; Baysal, Veli; Ozer, Mahmut; Saska, Daniel; Nowotny, Thomas; Chan, Ho Ka; Diamond, Alan; Herrmann, Christoph S.; Murray, Micah M.; Ionta, Silvio; Hutt, Axel; Lefebvre, Jérémie; Weidel, Philipp; Duarte, Renato; Morrison, Abigail; Lee, Jung H.; Iyer, Ramakrishnan; Mihalas, Stefan; Koch, Christof; Petrovici, Mihai A.; Leng, Luziwei; Breitwieser, Oliver; Stöckel, David; Bytschok, Ilja; Martel, Roman; Bill, Johannes; Schemmel, Johannes; Meier, Karlheinz; Esler, Timothy B.; Burkitt, Anthony N.; Kerr, Robert R.; Tahayori, Bahman; Nolte, Max; Reimann, Michael W.; Muller, Eilif; Markram, Henry; Parziale, Antonio; Senatore, Rosa; Marcelli, Angelo; Skiker, K.; Maouene, M.; Neymotin, Samuel A.; Seidenstein, Alexandra; Lakatos, Peter; Sanger, Terence D.; Menzies, Rosemary J.; McLauchlan, Campbell; van Albada, Sacha J.; Kedziora, David J.; Neymotin, Samuel; Kerr, Cliff C.; Suter, Benjamin A.; Shepherd, Gordon M. G.; Ryu, Juhyoung; Lee, Sang-Hun; Lee, Joonwon; Lee, Hyang Jung; Lim, Daeseob; Wang, Jisung; Lee, Heonsoo; Jung, Nam; Anh Quang, Le; Maeng, Seung Eun; Lee, Tae Ho; Lee, Jae Woo; Park, Chang-hyun; Ahn, Sora; Moon, Jangsup; Choi, Yun Seo; Kim, Juhee; Jun, Sang Beom; Lee, Seungjun; Lee, Hyang Woon; Jo, Sumin; Jun, Eunji; Yu, Suin; Goetze, Felix; Lai, Pik-Yin; Kim, Seonghyun; Kwag, Jeehyun; Jang, Hyun Jae; Filipović, Marko; Reig, Ramon; Aertsen, Ad; Silberberg, Gilad; Bachmann, Claudia; Buttler, Simone; Jacobs, Heidi; Dillen, Kim; Fink, Gereon R.; Kukolja, Juraj; Kepple, Daniel; Giaffar, Hamza; Rinberg, Dima; Shea, Steven; Koulakov, Alex; Bahuguna, Jyotika; Tetzlaff, Tom; Kotaleski, Jeanette Hellgren; Kunze, Tim; Peterson, Andre; Knösche, Thomas; Kim, Minjung; Kim, Hojeong; Park, Ji Sung; Yeon, Ji Won; Kim, Sung-Phil; Kang, Jae-Hwan; Lee, Chungho; Spiegler, Andreas; Petkoski, Spase; Palva, Matias J.; Jirsa, Viktor K.; Saggio, Maria L.; Siep, Silvan F.; Stacey, William C.; Bernar, Christophe; Choung, Oh-hyeon; Jeong, Yong; Lee, Yong-il; Kim, Su Hyun; Jeong, Mir; Lee, Jeungmin; Kwon, Jaehyung; Kralik, Jerald D.; Jahng, Jaehwan; Hwang, Dong-Uk; Kwon, Jae-Hyung; Park, Sang-Min; Kim, Seongkyun; Kim, Hyoungkyu; Kim, Pyeong Soo; Yoon, Sangsup; Lim, Sewoong; Park, Choongseok; Miller, Thomas; Clements, Katie; Ahn, Sungwoo; Ji, Eoon Hye; Issa, Fadi A.; Baek, JeongHun; Oba, Shigeyuki; Yoshimoto, Junichiro; Doya, Kenji; Ishii, Shin; Mosqueiro, Thiago S.; Strube-Bloss, Martin F.; Smith, Brian; Huerta, Ramon; Hadrava, Michal; Hlinka, Jaroslav; Bos, Hannah; Helias, Moritz; Welzig, Charles M.; Harper, Zachary J.; Kim, Won Sup; Shin, In-Seob; Baek, Hyeon-Man; Han, Seung Kee; Richter, René; Vitay, Julien; Beuth, Frederick; Hamker, Fred H.; Toppin, Kelly; Guo, Yixin; Graham, Bruce P.; Kale, Penelope J.; Gollo, Leonardo L.; Stern, Merav; Abbott, L. F.; Fedorov, Leonid A.; Giese, Martin A.; Ardestani, Mohammad Hovaidi; Faraji, Mohammad Javad; Preuschoff, Kerstin; Gerstner, Wulfram; van Gendt, Margriet J.; Briaire, Jeroen J.; Kalkman, Randy K.; Frijns, Johan H. M.; Lee, Won Hee; Frangou, Sophia; Fulcher, Ben D.; Tran, Patricia H. P.; Fornito, Alex; Gliske, Stephen V.; Lim, Eugene; Holman, Katherine A.; Fink, Christian G.; Kim, Jinseop S.; Mu, Shang; Briggman, Kevin L.; Sebastian Seung, H.; Wegener, Detlef; Bohnenkamp, Lisa; Ernst, Udo A.; Devor, Anna; Dale, Anders M.; Lines, Glenn T.; Edwards, Andy; Tveito, Aslak; Hagen, Espen; Senk, Johanna; Diesmann, Markus; Schmidt, Maximilian; Bakker, Rembrandt; Shen, Kelly; Bezgin, Gleb; Hilgetag, Claus-Christian; van Albada, Sacha Jennifer; Sun, Haoqi; Sourina, Olga; Huang, Guang-Bin; Klanner, Felix; Denk, Cornelia; Glomb, Katharina; Ponce-Alvarez, Adrián; Gilson, Matthieu; Ritter, Petra; Deco, Gustavo; Witek, Maria A. G.; Clarke, Eric F.; Hansen, Mads; Wallentin, Mikkel; Kringelbach, Morten L.; Vuust, Peter; Klingbeil, Guido; De Schutter, Erik; Chen, Weiliang; Zang, Yunliang; Hong, Sungho; Takashima, Akira; Zamora, Criseida; Gallimore, Andrew R.; Goldschmidt, Dennis; Manoonpong, Poramate; Karoly, Philippa J.; Freestone, Dean R.; Soundry, Daniel; Kuhlmann, Levin; Paninski, Liam; Cook, Mark; Lee, Jaejin; Fishman, Yonatan I.; Cohen, Yale E.; Roberts, James A.; Cocchi, Luca; Sweeney, Yann; Lee, Soohyun; Jung, Woo-Sung; Kim, Youngsoo; Jung, Younginha; Song, Yoon-Kyu; Chavane, Frédéric; Soman, Karthik; Muralidharan, Vignesh; Srinivasa Chakravarthy, V.; Shivkumar, Sabyasachi; Mandali, Alekhya; Pragathi Priyadharsini, B.; Mehta, Hima; Davey, Catherine E.; Brinkman, Braden A. W.; Kekona, Tyler; Rieke, Fred; Buice, Michael; De Pittà, Maurizio; Berry, Hugues; Brunel, Nicolas; Breakspear, Michael; Marsat, Gary; Drew, Jordan; Chapman, Phillip D.; Daly, Kevin C.; Bradle, Samual P.; Seo, Sat Byul; Su, Jianzhong; Kavalali, Ege T.; Blackwell, Justin; Shiau, LieJune; Buhry, Laure; Basnayake, Kanishka; Lee, Sue-Hyun; Levy, Brandon A.; Baker, Chris I.; Leleu, Timothée; Philips, Ryan T.; Chhabria, Karishma",2016,databases,25th Annual Computational Neuroscience Meeting: CNS-2016.,BMC neuroscience,https://doi.org/10.1186/s12868-016-0283-6,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Shayna Rosenbaum, R.; Kim, A.S.N.; Baker, S.",2016,databases,Episodic and semantic memory,The Curated Reference Collection in Neuroscience and Biobehavioral Psychology,NaN,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Shaywitz, S.E.; Shaywitz, B.A.",2003,databases,Dyslexia (Specific reading disability),Pediatrics in Review,https://doi.org/10.1542/pir.24-5-147,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Sheehan, E.A.; Namy, L.L.; Mills, D.L.",2007,databases,Developmental changes in neural activity to familiar words and gestures,Brain and Language,https://doi.org/10.1016/j.bandl.2006.11.008,0,0,1,0,0,0,0,0,0,0,exclude,2.1,2,NaN,NaN,NaN,NaN,NaN,NaN
"Shein, S.L.; Slain, K.N.; Clayton, J.A.; McKee, B.; Rotta, A.T.; Wilson-Costello, D.",2017,databases,Neurologic and Functional Morbidity in Critically Ill Children with Bronchiolitis,Pediatric Critical Care Medicine,https://doi.org/10.1097/PCC.0000000000001337,0,0,1,0,0,0,0,0,0,0,exclude,0.25,0,NaN,NaN,NaN,NaN,NaN,NaN
"Shen, M.D.; Shih, P.; Öttl, B.; Keehn, B.; Leyden, K.M.; Gaffrey, M.S.; Müller, R.-A.",2012,databases,Atypical lexicosemantic function of extrastriate cortex in autism spectrum disorder: Evidence from functional and effective connectivity,NeuroImage,https://doi.org/10.1016/j.neuroimage.2012.06.008,0,0,1,0,0,0,0,0,0,0,exclude,24.4,42,NaN,NaN,NaN,NaN,NaN,NaN
"Shetreet, Einat; Chierchia, Gennaro; Gaab, Nadine",2014,databases,When three is not  some: On the pragmatics of numerals,Journal of Cognitive Neuroscience,https://doi.org/10.1162/jocn_a_00514,0,0,1,0,0,0,0,0,0,0,exclude,23.4,30,NaN,NaN,NaN,NaN,NaN,NaN
"Shetreet, Einat; Chierchia, Gennaro; Gaab, Nadine",2014,databases,When some is not every: dissociating scalar implicature generation and mismatch.,Human brain mapping,https://doi.org/10.1002/hbm.22269,0,0,1,0,0,0,0,0,0,0,exclude,23.4,30,NaN,NaN,NaN,NaN,NaN,NaN
"Shih, R.Y.; Smirniotopoulos, J.G.",2016,databases,Posterior Fossa Tumors in Adult Patients,Neuroimaging Clinics of North America,https://doi.org/10.1016/j.nic.2016.06.003,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Shultz, Sarah; McCarthy, Gregory",2014,databases,Perceived animacy influences the processing of human-like surface features in the  fusiform gyrus.,Neuropsychologia,https://doi.org/10.1016/j.neuropsychologia.2014.05.019,0,0,1,0,0,0,0,0,0,0,exclude,25.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
